iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DZA,Africa,Algeria,2021-05-07,123692.0,219.0,226.286,3315.0,8.0,8.857,2772.33,4.908,5.072,74.3,0.179,0.199,0.98,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-08,123900.0,208.0,227.0,3321.0,6.0,8.571,2776.992,4.662,5.088,74.434,0.134,0.192,0.99,25.0,0.56,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-09,124104.0,204.0,226.0,3328.0,7.0,8.286,2781.564,4.572,5.065,74.591,0.157,0.186,0.98,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-10,124288.0,184.0,224.429,3335.0,7.0,7.857,2785.688,4.124,5.03,74.748,0.157,0.176,0.93,22.0,0.493,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-11,124483.0,195.0,212.0,3343.0,8.0,7.714,2790.059,4.371,4.752,74.927,0.179,0.173,0.89,19.0,0.426,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-12,124682.0,199.0,201.429,3350.0,7.0,7.286,2794.519,4.46,4.515,75.084,0.157,0.163,0.87,27.0,0.605,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-13,124889.0,207.0,202.286,3355.0,5.0,6.857,2799.158,4.64,4.534,75.196,0.112,0.154,0.87,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-14,125059.0,170.0,195.286,3360.0,5.0,6.429,2802.969,3.81,4.377,75.308,0.112,0.144,0.84,26.0,0.583,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-15,125194.0,135.0,184.857,3366.0,6.0,6.429,2805.994,3.026,4.143,75.443,0.134,0.144,0.85,24.0,0.538,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-16,125311.0,117.0,172.429,3374.0,8.0,6.571,2808.617,2.622,3.865,75.622,0.179,0.147,0.88,22.0,0.493,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-17,125485.0,174.0,171.0,3381.0,7.0,6.571,2812.517,3.9,3.833,75.779,0.157,0.147,0.97,22.0,0.493,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-18,125693.0,208.0,172.857,3388.0,7.0,6.429,2817.179,4.662,3.874,75.936,0.157,0.144,1.03,21.0,0.471,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-19,125896.0,203.0,173.429,3395.0,7.0,6.429,2821.728,4.55,3.887,76.093,0.157,0.144,1.09,19.0,0.426,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-20,126156.0,260.0,181.0,3401.0,6.0,6.571,2827.556,5.827,4.057,76.227,0.134,0.147,1.17,22.0,0.493,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-21,126434.0,278.0,196.429,3405.0,4.0,6.429,2833.787,6.231,4.403,76.317,0.09,0.144,1.2,21.0,0.471,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-22,126651.0,217.0,208.143,3411.0,6.0,6.429,2838.65,4.864,4.665,76.451,0.134,0.144,1.18,18.0,0.403,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-23,126860.0,209.0,221.286,3418.0,7.0,6.286,2843.335,4.684,4.96,76.608,0.157,0.141,1.17,15.0,0.336,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-24,127107.0,247.0,231.714,3426.0,8.0,6.429,2848.871,5.536,5.193,76.788,0.179,0.144,1.18,20.0,0.448,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-25,127361.0,254.0,238.286,3433.0,7.0,6.429,2854.564,5.693,5.341,76.944,0.157,0.144,1.16,20.0,0.448,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-26,127646.0,285.0,250.0,3440.0,7.0,6.429,2860.951,6.388,5.603,77.101,0.157,0.144,1.15,19.0,0.426,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-27,127926.0,280.0,252.857,3448.0,8.0,6.714,2867.227,6.276,5.667,77.281,0.179,0.15,1.15,24.0,0.538,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-28,128198.0,272.0,252.0,3455.0,7.0,7.143,2873.324,6.096,5.648,77.438,0.157,0.16,1.14,26.0,0.583,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-29,128456.0,258.0,257.857,3460.0,5.0,7.0,2879.106,5.783,5.779,77.55,0.112,0.157,1.15,28.0,0.628,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-30,128725.0,269.0,266.429,3465.0,5.0,6.714,2885.135,6.029,5.972,77.662,0.112,0.15,1.15,22.0,0.493,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-05-31,128913.0,188.0,258.0,3472.0,7.0,6.571,2889.349,4.214,5.783,77.819,0.157,0.147,1.12,19.0,0.426,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-01,129218.0,305.0,265.286,3480.0,8.0,6.714,2896.185,6.836,5.946,77.998,0.179,0.15,1.2,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-02,129640.0,422.0,284.857,3490.0,10.0,7.143,2905.643,9.458,6.385,78.222,0.224,0.16,1.27,22.0,0.493,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-03,129976.0,336.0,292.857,3497.0,7.0,7.0,2913.174,7.531,6.564,78.379,0.157,0.157,1.25,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-04,130361.0,385.0,309.0,3504.0,7.0,7.0,2921.803,8.629,6.926,78.536,0.157,0.157,1.22,25.0,0.56,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-05,130681.0,320.0,317.857,3510.0,6.0,7.143,2928.975,7.172,7.124,78.67,0.134,0.16,1.18,24.0,0.538,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-06,130958.0,277.0,319.0,3518.0,8.0,7.571,2935.184,6.208,7.15,78.85,0.179,0.17,1.14,19.0,0.426,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-07,131283.0,325.0,338.571,3527.0,9.0,7.857,2942.468,7.284,7.588,79.051,0.202,0.176,1.14,20.0,0.448,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-08,131647.0,364.0,347.0,3537.0,10.0,8.143,2950.627,8.158,7.777,79.275,0.224,0.183,1.13,25.0,0.56,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-09,132034.0,387.0,342.0,3544.0,7.0,7.714,2959.3,8.674,7.665,79.432,0.157,0.173,1.1,27.0,0.605,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-10,132355.0,321.0,339.857,3552.0,8.0,7.857,2966.495,7.195,7.617,79.612,0.179,0.176,1.08,26.0,0.583,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-11,132727.0,372.0,338.0,3560.0,8.0,8.0,2974.833,8.338,7.576,79.791,0.179,0.179,1.08,25.0,0.56,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-12,133070.0,343.0,341.286,3565.0,5.0,7.857,2982.52,7.688,7.649,79.903,0.112,0.176,1.09,28.0,0.628,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-13,133388.0,318.0,347.143,3571.0,6.0,7.571,2989.648,7.127,7.781,80.037,0.134,0.17,1.09,28.0,0.628,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-14,133742.0,354.0,351.286,3579.0,8.0,7.429,2997.582,7.934,7.873,80.217,0.179,0.166,1.07,30.0,0.672,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-15,134115.0,373.0,352.571,3588.0,9.0,7.286,3005.942,8.36,7.902,80.418,0.202,0.163,1.06,31.0,0.695,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-16,134458.0,343.0,346.286,3598.0,10.0,7.714,3013.63,7.688,7.761,80.643,0.224,0.173,1.04,26.0,0.583,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-17,134840.0,382.0,355.0,3605.0,7.0,7.571,3022.192,8.562,7.957,80.799,0.157,0.17,1.05,,,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-18,135219.0,379.0,356.0,3615.0,10.0,7.857,3030.686,8.495,7.979,81.024,0.224,0.176,1.05,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-19,135586.0,367.0,359.429,3624.0,9.0,8.429,3038.912,8.226,8.056,81.225,0.202,0.189,1.05,34.0,0.762,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-20,135821.0,235.0,347.571,3631.0,7.0,8.571,3044.179,5.267,7.79,81.382,0.157,0.192,1.04,29.0,0.65,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-21,136294.0,473.0,364.571,3641.0,10.0,8.857,3054.781,10.601,8.171,81.606,0.224,0.199,1.1,30.0,0.672,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-22,136679.0,385.0,366.286,3650.0,9.0,8.857,3063.41,8.629,8.21,81.808,0.202,0.199,1.06,30.0,0.672,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-23,137049.0,370.0,370.143,3660.0,10.0,8.857,3071.702,8.293,8.296,82.032,0.224,0.199,1.02,28.0,0.628,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-24,137403.0,354.0,366.143,3669.0,9.0,9.143,3079.637,7.934,8.206,82.234,0.202,0.205,1.0,24.0,0.538,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-25,137772.0,369.0,364.714,3678.0,9.0,9.0,3087.907,8.27,8.174,82.436,0.202,0.202,1.0,,,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-26,138113.0,341.0,361.0,3685.0,7.0,8.714,3095.55,7.643,8.091,82.593,0.157,0.195,1.02,21.0,0.471,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-27,138465.0,352.0,377.714,3693.0,8.0,8.857,3103.44,7.889,8.466,82.772,0.179,0.199,1.06,19.0,0.426,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-28,138840.0,375.0,363.714,3699.0,6.0,8.286,3111.844,8.405,8.152,82.906,0.134,0.186,1.06,23.0,0.516,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-29,139229.0,389.0,364.286,3708.0,9.0,8.286,3120.563,8.719,8.165,83.108,0.202,0.186,1.08,27.0,0.605,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-06-30,139626.0,397.0,368.143,3716.0,8.0,8.0,3129.461,8.898,8.251,83.287,0.179,0.179,1.1,32.0,0.717,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-01,140075.0,449.0,381.714,3726.0,10.0,8.143,3139.525,10.064,8.555,83.511,0.224,0.183,1.14,28.0,0.628,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-02,140550.0,475.0,396.857,3735.0,9.0,8.143,3150.171,10.646,8.895,83.713,0.202,0.183,1.17,29.0,0.65,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-03,141007.0,457.0,413.429,3745.0,10.0,8.571,3160.414,10.243,9.266,83.937,0.224,0.192,1.2,29.0,0.65,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-04,141471.0,464.0,429.429,3755.0,10.0,8.857,3170.813,10.4,9.625,84.161,0.224,0.199,1.23,33.0,0.74,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-05,141966.0,495.0,446.571,3765.0,10.0,9.429,3181.908,11.095,10.009,84.386,0.224,0.211,1.23,34.0,0.762,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-06,142447.0,481.0,459.714,3775.0,10.0,9.571,3192.689,10.781,10.304,84.61,0.224,0.215,1.25,29.0,0.65,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-07,143032.0,585.0,486.571,3786.0,11.0,10.0,3205.8,13.112,10.906,84.856,0.247,0.224,1.32,29.0,0.65,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-08,143652.0,620.0,511.0,3798.0,12.0,10.286,3219.697,13.896,11.453,85.125,0.269,0.231,1.39,45.0,1.009,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-09,144483.0,831.0,561.857,3811.0,13.0,10.857,3238.322,18.625,12.593,85.417,0.291,0.243,1.48,44.0,0.986,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-10,145296.0,813.0,612.714,3824.0,13.0,11.286,3256.544,18.222,13.733,85.708,0.291,0.253,1.5,49.0,1.098,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-11,146064.0,768.0,656.143,3836.0,12.0,11.571,3273.757,17.213,14.706,85.977,0.269,0.259,1.48,39.0,0.874,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-12,146942.0,878.0,710.857,3851.0,15.0,12.286,3293.436,19.679,15.933,86.313,0.336,0.275,1.46,36.0,0.807,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-13,147883.0,941.0,776.571,3867.0,16.0,13.143,3314.527,21.091,17.405,86.672,0.359,0.295,1.44,36.0,0.807,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2021-07-14,148797.0,914.0,823.571,3882.0,15.0,13.714,3335.012,20.486,18.459,87.008,0.336,0.307,1.42,51.0,1.143,,,,,,,,,,,,,,,,,,,,,22369.0,,,,,501.0,18386.0,0.041,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
